content_raw,headers_raw,title,year,content_text,headers_text
"<div class=""presentation-description"">If you’ve spent much time writing (or debugging) Python performance problems, you’ve probably had a hard time managing memory with its limited language support. 

In this talk, we venture deep into the belly of the Rust Language to uncover the secret incantations for building high performance and memory safe Python extensions using Rust. 

Rust has a lot to offer in terms of safety and performance for high-level programming languages such Python, Ruby, Js and more with its easy Foreign Function Interface capabilities which enables developers to easily develop bindings for foreign code. 
</div>","<p>
<b>
        vigneshwer dhinakaran
        
      </b>
<br/>
<b>
        Sunday
        1:50 p.m.–2:20 p.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/82/"" id=""presentation-82"">
        Pumping up Python modules using Rust
      </a>",2018,"If you’ve spent much time writing (or debugging) Python performance problems, you’ve probably had a hard time managing memory with its limited language support. 

In this talk, we venture deep into the belly of the Rust Language to uncover the secret incantations for building high performance and memory safe Python extensions using Rust. 

Rust has a lot to offer in terms of safety and performance for high-level programming languages such Python, Ruby, Js and more with its easy Foreign Function Interface capabilities which enables developers to easily develop bindings for foreign code.",vigneshwer dhinakaran Sunday 1:50 p.m.2:20 p.m. in Global Center Ballroom AB
"<div class=""presentation-description"">The end of life for Python 2 is 2020. Python 3 is the future and you'll need to consider both your upgrade plan and what steps you'll take after upgrading to start leveraging Python 3 features.

During this talk we'll briefly discuss how to start **the process of upgrading your code to Python 3**. We'll then dive into some of **the most useful Python 3 features** that you'll be able to start embracing once you drop Python 2 support.

A number of the most powerful Python 3 features are syntactic features that are **Python 3 only**. You won't get any experience using these features until you fully upgrade. These features are an incentive to drop Python 2 support in existing 2 and 3 compatible code. You can consider this talk as a teaser of Python 3 features that you may have never used.

After this talk I hope you'll be inspired to fully upgrade your code to Python 3.</div>","<p>
<b>
        Trey Hunner
        
      </b>
<br/>
<b>
        Saturday
        4:30 p.m.–5 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/120/"" id=""presentation-120"">
        Python 2 to 3: How to Upgrade and What Features to Start Using
      </a>",2018,"The end of life for Python 2 is 2020. Python 3 is the future and you’ll need to consider both your upgrade plan and what steps you’ll take after upgrading to start leveraging Python 3 features.

During this talk we’ll briefly discuss how to start **the process of upgrading your code to Python 3**. We’ll then dive into some of **the most useful Python 3 features** that you’ll be able to start embracing once you drop Python 2 support.

A number of the most powerful Python 3 features are syntactic features that are **Python 3 only**. You won’t get any experience using these features until you fully upgrade. These features are an incentive to drop Python 2 support in existing 2 and 3 compatible code. You can consider this talk as a teaser of Python 3 features that you may have never used.

After this talk I hope you’ll be inspired to fully upgrade your code to Python 3.",Trey Hunner Saturday 4:30 p.m.5 p.m. in Grand Ballroom C
"<div class=""presentation-description"">Looking back at Python evolutions over the last 10 years.

Python 3.0 was released ten years ago (December 2008). It's time to look back: analyze the migration from Python 2 to Python 3, see the progress we made on the language, list bugs by cannot be fixed in Python 2 because of the backward compatibility, and discuss if it's time or not to bury Python 2.

Python became the defacto language in the scientific world and the favorite programming language as the first language to learn programming.

</div>","<p>
<b>
        Victor Stinner
        
      </b>
<br/>
<b>
        Saturday
        3:15 p.m.–4 p.m.
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/86/"" id=""presentation-86"">
        Python 3: ten years later
      </a>",2018,"Looking back at Python evolutions over the last 10 years.

Python 3.0 was released ten years ago (December 2008). It’s time to look back: analyze the migration from Python 2 to Python 3, see the progress we made on the language, list bugs by cannot be fixed in Python 2 because of the backward compatibility, and discuss if it’s time or not to bury Python 2.

Python became the defacto language in the scientific world and the favorite programming language as the first language to learn programming.",Victor Stinner Saturday 3:15 p.m.4 p.m. in Grand Ballroom B
"<div class=""presentation-description"">For 2 years, a family of three has traveled on a converted school bus from conference to conference, building tooling for the road in Python and visiting Python families in every corner of the country.</div>","<p>
<b>
        Justin Myles Holmes
        
      </b>
<br/>
<b>
        Saturday
        2:35 p.m.–3:05 p.m.
        in
        Grand Ballroom A
      </b>
</p>","<a href=""/2018/schedule/presentation/160/"" id=""presentation-160"">
        Python across the USA: This is the Bus.
      </a>",2018,"For 2 years, a family of three has traveled on a converted school bus from conference to conference, building tooling for the road in Python and visiting Python families in every corner of the country.",Justin Myles Holmes Saturday 2:35 p.m.3:05 p.m. in Grand Ballroom A
"<div class=""presentation-description"">What do geiger counters, black holes, heart monitors, and volcanoes have in common?  They all can use sound to convey information! This talk will explore using python for sonification: the process of translating data into sound that could otherwise be represented visually. Have you ever wondered how to use python to represent data other than making charts and graphs?  Are you a musician looking for inspiration in the world around you?  This talk will go over how to use python to translate time series data to MIDI that can be played back in real time. We’ll sonically interpret light-curve data from the Kepler space telescope using pygame, MIDIUtil, and astropy, turning points on a graph into a musical masterpiece! Come learn about how data sonification is used to help people, to expand the reach of scientific research, and to create music from data.</div>","<p>
<b>
        Erin Braswell
        
      </b>
<br/>
<b>
        Saturday
        10:50 a.m.–11:20 a.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/121/"" id=""presentation-121"">
        Python Data Sonification for Science and Discovery
      </a>",2018,"What do geiger counters, black holes, heart monitors, and volcanoes have in common?  They all can use sound to convey information! This talk will explore using python for sonification: the process of translating data into sound that could otherwise be represented visually. Have you ever wondered how to use python to represent data other than making charts and graphs?  Are you a musician looking for inspiration in the world around you?  This talk will go over how to use python to translate time series data to MIDI that can be played back in real time. We’ll sonically interpret light-curve data from the Kepler space telescope using pygame, MIDIUtil, and astropy, turning points on a graph into a musical masterpiece! Come learn about how data sonification is used to help people, to expand the reach of scientific research, and to create music from data.",Erin Braswell Saturday 10:50 a.m.11:20 a.m. in Global Center Ballroom AB
"<div class=""presentation-description"">Quantum computers are slowly turning in to reality more than 30 years after they were first theorized. The need for quantum computers have become clear as we reach the limits of Moore’s law and yet we need more computational power. We are at a very early stage of quantum computing. Yet Python is slowly becoming a defacto language for programming quantum computers. 

In this talk, we will discuss the difference a traditional computer and a quantum computer. We will learn about the two architectures namely Quantum annealing and Quantum gate. Finally, we will learn to program quantum computers using Python.
</div>","<p>
<b>
        Ravi Chityala
        
      </b>
<br/>
<b>
        Friday
        3:15 p.m.–4 p.m.
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/147/"" id=""presentation-147"">
        Python for the quantum computing age
      </a>",2018,"Quantum computers are slowly turning in to reality more than 30 years after they were first theorized. The need for quantum computers have become clear as we reach the limits of Moore’s law and yet we need more computational power. We are at a very early stage of quantum computing. Yet Python is slowly becoming a defacto language for programming quantum computers. 

In this talk, we will discuss the difference a traditional computer and a quantum computer. We will learn about the two architectures namely Quantum annealing and Quantum gate. Finally, we will learn to program quantum computers using Python.",Ravi Chityala Friday 3:15 p.m.4 p.m. in Room 26A/B/C
"<div class=""presentation-description"">Python 3 removes a lot of the confusion around Unicode handling in Python, but that by no means fixes everything. Different locales and writing systems have unique behaviours that can trip you up. Here’s some of the worst ones and how to handle them correctly.</div>","<p>
<b>
        Rae Knowler
        
      </b>
<br/>
<b>
        Saturday
        5:10 p.m.–5:40 p.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/106/"" id=""presentation-106"">
        Python, Locales and Writing Systems
      </a>",2018,"Python 3 removes a lot of the confusion around Unicode handling in Python, but that by no means fixes everything. Different locales and writing systems have unique behaviours that can trip you up. Here’s some of the worst ones and how to handle them correctly.",Rae Knowler Saturday 5:10 p.m.5:40 p.m. in Global Center Ballroom AB
"<div class=""presentation-description"">Occasionally we’ll find that some bit of Python we’ve written doesn’t run as fast as we’d like, what can we do? Performance bottlenecks aren’t always intuitive or easy to spot by reading code so we need to collect data with [profiling](https://docs.python.org/3.6/library/profile.html). Once we’ve identified the bottleneck we’ll need to change our approach, but what options are faster than others?

This talk illustrates a Python performance investigation and improvements using an [Advent of Code](http://www.adventofcode.com/) programming challenge. I’ll walk through starting from a slow (but correct) solution, look at profiling data to investigate _why_ it’s slow, and explore multiple paths for improving performance, including more efficient algorithms and using third-party tools like [Cython](http://cython.org/). You’ll leave this talk with a recipe for analyzing Python performance and information about some options for improved performance.</div>","<p>
<b>
        Matt Davis
        
      </b>
<br/>
<b>
        Saturday
        4:30 p.m.–5 p.m.
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/136/"" id=""presentation-136"">
        Python Performance Investigation by Example
      </a>",2018,"Occasionally we’ll find that some bit of Python we’ve written doesn’t run as fast as we’d like, what can we do? Performance bottlenecks aren’t always intuitive or easy to spot by reading code so we need to collect data with [profiling]. Once we’ve identified the bottleneck we’ll need to change our approach, but what options are faster than others?

This talk illustrates a Python performance investigation and improvements using an [Advent of Code] programming challenge. I’ll walk through starting from a slow (but correct) solution, look at profiling data to investigate _why_ it’s slow, and explore multiple paths for improving performance, including more efficient algorithms and using third-party tools like [Cython]. You’ll leave this talk with a recipe for analyzing Python performance and information about some options for improved performance.",Matt Davis Saturday 4:30 p.m.5 p.m. in Room 26A/B/C
"<div class=""presentation-description"">There are many computational needs for randomness--from creating a game to building a simulation involving naturally occurring randomness similar to the physical world. For most purposes using the python math module to create random numbers within a specific range can be done with no further questions, but sometimes we require a more nuanced implementation. 

We will look at both pseudo-random number generators, which use statistically repeatable processes to generate seemingly random series and true random number generators, which inject physical processes like atmospheric noise to generate sequences of numbers. We will discuss the benefits and drawbacks of both approaches and common methods of implementing these two types of generators in python. 

Finally, we will look at several real applications for randomness and discuss the best method for generating “randomness” in each scenario. </div>","<p>
<b>
        Amanda Sopkin
        
      </b>
<br/>
<b>
        Friday
        2:35 p.m.–3:05 p.m.
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/137/"" id=""presentation-137"">
        Randomness in Python: Controlled Chaos in an Ordered Machine
      </a>",2018,"There are many computational needs for randomness--from creating a game to building a simulation involving naturally occurring randomness similar to the physical world. For most purposes using the python math module to create random numbers within a specific range can be done with no further questions, but sometimes we require a more nuanced implementation. 

We will look at both pseudo-random number generators, which use statistically repeatable processes to generate seemingly random series and true random number generators, which inject physical processes like atmospheric noise to generate sequences of numbers. We will discuss the benefits and drawbacks of both approaches and common methods of implementing these two types of generators in python. 

Finally, we will look at several real applications for randomness and discuss the best method for generating “randomness” in each scenario.",Amanda Sopkin Friday 2:35 p.m.3:05 p.m. in Room 26A/B/C
"<div class=""presentation-description"">Web applications contains lots of database operations, network calls, nested callbacks and other computationally expensive tasks that might take a long time to complete or even block other threads until it's done, here is where ReactiveX enters, it doesn't only gives us the facility to convert almost anything to a stream; variables, properties, user inputs, caches, etc to manage it asynchronously. But it also gives us an easy way to handle errors which is a hard task within asynchronous programming. ReactiveX makes our code more flexible, readable, maintainable and easy to write.

We will be exploring how ReactiveX help us to make things easier with its operators toolbox that can be used to filter, create, transform or unify any of those streams. We will learn that in just a few lines of maintainable code, we can have multiple web sockets which recieves multiple requests all handled by an asynchronous process that serves a filtered output.

To do that I decided to explain an example of the use with an example by implementing observables, observers/subscribers and subjects. We will start by requesting our data stream from the Github API with a Tornado web socket and then filtering and processing it asynchrounosly.</div>","<p>
<b>
        Valery Calderon
        
      </b>
<br/>
<b>
        Friday
        4:15 p.m.–5 p.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/129/"" id=""presentation-129"">
        Reactive Programming with RxPy
      </a>",2018,"Web applications contains lots of database operations, network calls, nested callbacks and other computationally expensive tasks that might take a long time to complete or even block other threads until it’s done, here is where ReactiveX enters, it doesn’t only gives us the facility to convert almost anything to a stream; variables, properties, user inputs, caches, etc to manage it asynchronously. But it also gives us an easy way to handle errors which is a hard task within asynchronous programming. ReactiveX makes our code more flexible, readable, maintainable and easy to write.

We will be exploring how ReactiveX help us to make things easier with its operators toolbox that can be used to filter, create, transform or unify any of those streams. We will learn that in just a few lines of maintainable code, we can have multiple web sockets which recieves multiple requests all handled by an asynchronous process that serves a filtered output.

To do that I decided to explain an example of the use with an example by implementing observables, observers/subscribers and subjects. We will start by requesting our data stream from the Github API with a Tornado web socket and then filtering and processing it asynchrounosly.",Valery Calderon Friday 4:15 p.m.5 p.m. in Global Center Ballroom AB
"<div class=""presentation-description"">Writing lexers and parsers is a complex problem that often involves the use of special tools and domain specific languages (e.g., the lex/yacc tools on Unix).  In 2001, I wrote Python versions of these tools which can be found in the PLY project.  PLY predates a huge number of modern Python features including the iteration protocol, generators, decorators, metaclasses, and more.  As such, it relied on a variety of clever hacks to layer a domain specific parser specification language on top of Python itself. 

In this talk, I discuss a modernization of the PLY project that abandons its past and freely abuses modern Python features including advanced metaclasses, guaranteed dictionary ordering, class decorators, type hints, and more.   The result of this work can be found in the SLY project.  However, this talk isn't so much about SLY as it is focused on how far you can push Python metaprogramming features to create domain-specific languages.   Prepare to be horrified--and to write code that will break your IDE. 
 </div>","<p>
<b>
        David Beazley
        
      </b>
<br/>
<b>
        Saturday
        12:10 p.m.–12:55 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/143/"" id=""presentation-143"">
        Reinventing the Parser Generator 
      </a>",2018,"Writing lexers and parsers is a complex problem that often involves the use of special tools and domain specific languages (e.g., the lex/yacc tools on Unix).  In 2001, I wrote Python versions of these tools which can be found in the PLY project.  PLY predates a huge number of modern Python features including the iteration protocol, generators, decorators, metaclasses, and more.  As such, it relied on a variety of clever hacks to layer a domain specific parser specification language on top of Python itself. 

In this talk, I discuss a modernization of the PLY project that abandons its past and freely abuses modern Python features including advanced metaclasses, guaranteed dictionary ordering, class decorators, type hints, and more.   The result of this work can be found in the SLY project.  However, this talk isn’t so much about SLY as it is focused on how far you can push Python metaprogramming features to create domain-specific languages.   Prepare to be horrified--and to write code that will break your IDE.",David Beazley Saturday 12:10 p.m.12:55 p.m. in Grand Ballroom C
"<div class=""presentation-description"">The WSGI (Web Server Gateway Interface) specification for hosting Python web applications was created in 2003. Measured in Internet time, it is ancient. The oldest main stream implementation of the WSGI specification is mod_wsgi, for the Apache HTTPD server and it is over 10 years old.

WSGI is starting to be regarded as not up to the job, with technologies such as HTTP/2, web sockets and async dispatching being the way forward. Reality is that WSGI will be around for quite some time yet and for the majority of use cases is more than adequate.

The real problem is not that we need to move to these new technologies, but that we aren't using the current WSGI servers to their best advantage. Moving to a new set of technologies will not necessarily make things better and will only create a new set of problems you have to solve.

As one of the oldest WSGI server implementations, Apache and mod\_wsgi may be regarded as boring and not cool, but it is still the most stable option for hosting WSGI applications available. It also hasn't been sitting still, with a considerable amount of development work being done on mod\_wsgi in the last few years to make it even more robust and easier to use in a development environment as well as production, including in containerised environments.

In this talk you will learn about many features of mod\_wsgi which you probably didn't even know existed, features which can help towards ensuring your Python web application deployment performs to its best, is secure, and has a low maintenance burden.

Topics which will be covered include:

* Easy deployment of Python web applications using mod\_wsgi-express.
* Integration of mod_wsgi-express with a Django web application.
* Using mod\_wsgi-express in a development environment.
* How to make use of mod\_wsgi-express in a production environment.
* Using mod_wsgi-express in a containerised runtime environment.
* Ensuring consistency between development and production environments using warpdrive.
* Using mod\_wsgi-express to bootstrap a system Apache installation for hosting WSGI applications.
* Why you should be using daemon mode of mod\_wsgi and not embedded mode.
* How to properly associate mod\_wsgi with a Python virtual environment.
* Building a robust deployment that can recover from misbehaving application code, backend services, or request overloading.
* Using hooks provided by mod\_wsgi to monitor the performance of your Python web application.

If you are a beginner, come learn why mod\_wsgi is still a good option for deploying your Python web applications. If you are an old time user of mod\_wsgi, find out about all the features you probably didn't know existed, revisit your current Python web application deployment and make it even better.</div>","<p>
<b>
        Graham Dumpleton
        
      </b>
<br/>
<b>
        Saturday
        5:10 p.m.–5:40 p.m.
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/89/"" id=""presentation-89"">
        Secrets of a WSGI master.
      </a>",2018,"The WSGI (Web Server Gateway Interface) specification for hosting Python web applications was created in 2003. Measured in Internet time, it is ancient. The oldest main stream implementation of the WSGI specification is mod_wsgi, for the Apache HTTPD server and it is over 10 years old.

WSGI is starting to be regarded as not up to the job, with technologies such as HTTP/2, web sockets and async dispatching being the way forward. Reality is that WSGI will be around for quite some time yet and for the majority of use cases is more than adequate.

The real problem is not that we need to move to these new technologies, but that we aren’t using the current WSGI servers to their best advantage. Moving to a new set of technologies will not necessarily make things better and will only create a new set of problems you have to solve.

As one of the oldest WSGI server implementations, Apache and mod\_wsgi may be regarded as boring and not cool, but it is still the most stable option for hosting WSGI applications available. It also hasn’t been sitting still, with a considerable amount of development work being done on mod\_wsgi in the last few years to make it even more robust and easier to use in a development environment as well as production, including in containerised environments.

In this talk you will learn about many features of mod\_wsgi which you probably didn’t even know existed, features which can help towards ensuring your Python web application deployment performs to its best, is secure, and has a low maintenance burden.

Topics which will be covered include:

* Easy deployment of Python web applications using mod\_wsgi-express.
* Integration of mod_wsgi-express with a Django web application.
* Using mod\_wsgi-express in a development environment.
* How to make use of mod\_wsgi-express in a production environment.
* Using mod_wsgi-express in a containerised runtime environment.
* Ensuring consistency between development and production environments using warpdrive.
* Using mod\_wsgi-express to bootstrap a system Apache installation for hosting WSGI applications.
* Why you should be using daemon mode of mod\_wsgi and not embedded mode.
* How to properly associate mod\_wsgi with a Python virtual environment.
* Building a robust deployment that can recover from misbehaving application code, backend services, or request overloading.
* Using hooks provided by mod\_wsgi to monitor the performance of your Python web application.

If you are a beginner, come learn why mod\_wsgi is still a good option for deploying your Python web applications. If you are an old time user of mod\_wsgi, find out about all the features you probably didn’t know existed, revisit your current Python web application deployment and make it even better.",Graham Dumpleton Saturday 5:10 p.m.5:40 p.m. in Room 26A/B/C
"<div class=""presentation-description"">When you think of an API, you’re probably thinking about a web service. But it’s important to think about your developer interface when designing a software library as well! I’ll talk about the scikit-learn package, and how its API makes it easy to construct complex models from simple building blocks, using three basic pieces: transformers, estimators, and meta-estimators. Then I’ll show how this interface enabled us to construct our own meta-estimator for model stacking. This will demonstrate how to implement new modeling techniques in a scikit-learn style, and more generally, the value of writing libraries with the developer interface in mind.</div>","<p>
<b>
        Liz Sander
        
      </b>
<br/>
<b>
        Friday
        1:40 p.m.–2:25 p.m.
        in
        Grand Ballroom A
      </b>
</p>","<a href=""/2018/schedule/presentation/76/"" id=""presentation-76"">
        Software Library APIs: Lessons Learned from scikit-learn
      </a>",2018,"When you think of an API, you’re probably thinking about a web service. But it’s important to think about your developer interface when designing a software library as well! I’ll talk about the scikit-learn package, and how its API makes it easy to construct complex models from simple building blocks, using three basic pieces: transformers, estimators, and meta-estimators. Then I’ll show how this interface enabled us to construct our own meta-estimator for model stacking. This will demonstrate how to implement new modeling techniques in a scikit-learn style, and more generally, the value of writing libraries with the developer interface in mind.",Liz Sander Friday 1:40 p.m.2:25 p.m. in Grand Ballroom A
"<div class=""presentation-description"">Stop writing crappy shell scripts—write crappy Python scripts instead!

Other talks will show you how to write clean, performant, robust Python.  But that's not always necessary.  When writing personal automation or solving one-shot problems, it can be safe (and fun!) to quickly hack something together.

This talk will show examples of problems suitable for this approach, scenarios where it's reasonable to cut corners, novel techniques that can help break a problem down, and shortcuts that can speed development.</div>","<p>
<b>
        Larry Hastings
        
      </b>
<br/>
<b>
        Saturday
        10:50 a.m.–11:20 a.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/128/"" id=""presentation-128"">
        Solve Your Problem With Sloppy Python
      </a>",2018,"Stop writing crappy shell scripts—write crappy Python scripts instead!

Other talks will show you how to write clean, performant, robust Python.  But that’s not always necessary.  When writing personal automation or solving one-shot problems, it can be safe (and fun!) to quickly hack something together.

This talk will show examples of problems suitable for this approach, scenarios where it’s reasonable to cut corners, novel techniques that can help break a problem down, and shortcuts that can speed development.",Larry Hastings Saturday 10:50 a.m.11:20 a.m. in Grand Ballroom C
"<div class=""presentation-description"">At some point, we all find ourselves at a SQL prompt making edits to the production database. We know it's a bad practice and we always intend to put in place safer infrastructure before we need to do it again — what does a better system actually look like?

This talk progresses through 5 strategies for teams using a Python stack to do SQL writes against a database, to achieve increasing safety and auditability:

(1) Develop a process for raw SQL edits 
(2) Run scripts locally
(3) Deploy and run scripts on an existing server
(4) Use a task runner
(5) Build a Script Runner service

We’ll talk about the pros and cons of each strategy and help you determine which one is right for your specific needs.

By the end of this talk you’ll be ready to start upgrading your infrastructure for making changes to your production database safely!</div>","<p>
<b>
        Julie Qiu
        
      </b>
<br/>
<b>
        Friday
        11:30 a.m.–noon
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/153/"" id=""presentation-153"">
        Strategies to Edit Production Data
      </a>",2018,"At some point, we all find ourselves at a SQL prompt making edits to the production database. We know it’s a bad practice and we always intend to put in place safer infrastructure before we need to do it again — what does a better system actually look like?

This talk progresses through 5 strategies for teams using a Python stack to do SQL writes against a database, to achieve increasing safety and auditability:

(1) Develop a process for raw SQL edits 
(2) Run scripts locally
(3) Deploy and run scripts on an existing server
(4) Use a task runner
(5) Build a Script Runner service

We’ll talk about the pros and cons of each strategy and help you determine which one is right for your specific needs.

By the end of this talk you’ll be ready to start upgrading your infrastructure for making changes to your production database safely!",Julie Qiu Friday 11:30 a.m.noon in Room 26A/B/C
"<div class=""presentation-description"">Taking on leadership roles always includes new demands on your attention and time. Inevitably, your finite work week will conflict with the sheer amount of tasks you have to do. How can we as leaders keep stepping up to new responsibilities while balancing our pre-existing ones?

This talk will focus on strategies for managing a too-large workload without abandoning important tasks or doing a shoddy job. We’ll look at techniques to prioritize what work matters most, identify tasks we should be doing ourselves, and finally delegate the rest to build our team’s skills while reducing our own workload.</div>","<p>
<b>
        Scott Triglia
        
      </b>
<br/>
<b>
        Saturday
        3:15 p.m.–3:45 p.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/111/"" id=""presentation-111"">
        Surviving (and thriving!) when you are overloaded
      </a>",2018,"Taking on leadership roles always includes new demands on your attention and time. Inevitably, your finite work week will conflict with the sheer amount of tasks you have to do. How can we as leaders keep stepping up to new responsibilities while balancing our pre-existing ones?

This talk will focus on strategies for managing a too-large workload without abandoning important tasks or doing a shoddy job. We’ll look at techniques to prioritize what work matters most, identify tasks we should be doing ourselves, and finally delegate the rest to build our team’s skills while reducing our own workload.",Scott Triglia Saturday 3:15 p.m.3:45 p.m. in Global Center Ballroom AB
"<div class=""presentation-description"">Done! Your shiny new application is functionally complete and ready to be deployed to production! But how exactly do you deploy properly on Linux? Wonder no more! In 30 minutes, this talk explains how you can harness the power of the init system and systemd to solve common deployment problems, including some that you didn't even know you had. Examples of things we will cover:

* How to secure your system by having: private /tmp for your process, read-only paths so that your process can not write to them, inaccessible paths, protect users home, network access, bin directories, etc.
* How to limit the resources you app can consume.
* How to interact directly with systemd, so it can start transient units, start/stop services, mount disks, resolve addresses.
* How to isolate your service without containers.
* How to isolate your service using containers (using systemd to spawn a namespace).

All this will be covered from a Python developer's perspective.
</div>","<p>
<b>
        Alvaro Leiva Geisse
        
      </b>
<br/>
<b>
        Sunday
        1:10 p.m.–1:40 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/109/"" id=""presentation-109"">
        Systemd: why you should care as a Python developer
      </a>",2018,"Done! Your shiny new application is functionally complete and ready to be deployed to production! But how exactly do you deploy properly on Linux? Wonder no more! In 30 minutes, this talk explains how you can harness the power of the init system and systemd to solve common deployment problems, including some that you didn’t even know you had. Examples of things we will cover:

* How to secure your system by having: private /tmp for your process, read-only paths so that your process can not write to them, inaccessible paths, protect users home, network access, bin directories, etc.
* How to limit the resources you app can consume.
* How to interact directly with systemd, so it can start transient units, start/stop services, mount disks, resolve addresses.
* How to isolate your service without containers.
* How to isolate your service using containers (using systemd to spawn a namespace).

All this will be covered from a Python developer’s perspective.",Alvaro Leiva Geisse Sunday 1:10 p.m.1:40 p.m. in Grand Ballroom C
"<div class=""presentation-description"">The Django Channels project has taken a major turn with version 2.0, embracing Python's async functionality and building applications around an async event loop rather than worker processes.

Doing this, however, wasn't easy. We'll look through some of the techniques used to make Django coexist in this async world, including handing off between async and sync code, writing fully asynchronous HTTP and WebSocket handling, and what this means for the future of Django, and maybe Python web frameworks in general.</div>","<p>
<b>
        Andrew Godwin
        
      </b>
<br/>
<b>
        Friday
        3:15 p.m.–4 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/92/"" id=""presentation-92"">
        Taking Django Async
      </a>",2018,"The Django Channels project has taken a major turn with version 2.0, embracing Python’s async functionality and building applications around an async event loop rather than worker processes.

Doing this, however, wasn’t easy. We’ll look through some of the techniques used to make Django coexist in this async world, including handing off between async and sync code, writing fully asynchronous HTTP and WebSocket handling, and what this means for the future of Django, and maybe Python web frameworks in general.",Andrew Godwin Friday 3:15 p.m.4 p.m. in Grand Ballroom C
"<div class=""presentation-description"">Get under the hood and learn about Python's beloved Abstract Syntax Tree. Ever wonder how Python code is run? Overheard people arguing about whether Python is interpreted or compiled? In this talk, we will delve into the lifecycle of a piece of Python code in order to understand the role that Python's Abstract Syntax Tree plays in shaping the runtime of your code. Utilizing your newfound knowledge of Python's AST, you'll get a taste of how you probably already rely on ASTs and how they can be used to build awesome tools.
</div>","<p>
<b>
        Emily Morehouse-Valcarcel
        
      </b>
<br/>
<b>
        Friday
        3:15 p.m.–4 p.m.
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/107/"" id=""presentation-107"">
        The AST and Me
      </a>",2018,"Get under the hood and learn about Python’s beloved Abstract Syntax Tree. Ever wonder how Python code is run? Overheard people arguing about whether Python is interpreted or compiled? In this talk, we will delve into the lifecycle of a piece of Python code in order to understand the role that Python’s Abstract Syntax Tree plays in shaping the runtime of your code. Utilizing your newfound knowledge of Python’s AST, you’ll get a taste of how you probably already rely on ASTs and how they can be used to build awesome tools.",Emily Morehouse-Valcarcel Friday 3:15 p.m.4 p.m. in Grand Ballroom B
"<div class=""presentation-description"">As web apps grow increasingly complex, distributing asynchronous work across multiple background workers is often a basic requirement of a performant app.  While there are a variety of tools that exist to solve this issue, one common feature among them is the need for a robust messaging platform.

[RabbitMQ][1] is a stable, full-featured, and mature solution that is usually found in the Python ecosystem backing [Celery][2] implementations.  While Celery's utilization of RabbitMQ works just fine out of the gate, users with complex workflows, unique constraints, or tight budgets can take advantage of the flexibility of RabbitMQ to streamline their data pipelines and get the most out of their infrastructure.

This talk will provide an overview of RabbitMQ, review its varied message-routing capabilities, and demonstrate some of the ways in which these features can be utilized in Python applications to solve common yet difficult use-cases.

  [1]: https://www.rabbitmq.com/
  [2]: http://www.celeryproject.org/
</div>","<p>
<b>
        Steven Sklar
        
      </b>
<br/>
<b>
        Sunday
        1:50 p.m.–2:20 p.m.
        in
        Grand Ballroom A
      </b>
</p>","<a href=""/2018/schedule/presentation/78/"" id=""presentation-78"">
        The Hare Wins the Race: Getting the most out of RabbitMQ in distributed applications
      </a>",2018,"As web apps grow increasingly complex, distributing asynchronous work across multiple background workers is often a basic requirement of a performant app.  While there are a variety of tools that exist to solve this issue, one common feature among them is the need for a robust messaging platform.

[RabbitMQ][1] is a stable, full-featured, and mature solution that is usually found in the Python ecosystem backing [Celery][2] implementations.  While Celery’s utilization of RabbitMQ works just fine out of the gate, users with complex workflows, unique constraints, or tight budgets can take advantage of the flexibility of RabbitMQ to streamline their data pipelines and get the most out of their infrastructure.

This talk will provide an overview of RabbitMQ, review its varied message-routing capabilities, and demonstrate some of the ways in which these features can be utilized in Python applications to solve common yet difficult use-cases.

  [1]: https://www.rabbitmq.com/
  [2]: http://www.celeryproject.org/",Steven Sklar Sunday 1:50 p.m.2:20 p.m. in Grand Ballroom A
